title,content,address,label,user_name,user_id,like_count,collect_count,comment_count,share_count,create_time,post_id,ip_localtion,post_image,post_type
Tiktok Refugee,"Hello, my name is Diana, I am a Tiktok refugee from San Francisco, CA. I love dark fashion, alternative music and gothic makeup! I hope to make new friends on here that share similar interests <3 I’m also Latina, hoping to find my people here as well. Ask me any questions!! [害羞R][爱心R]
	
translation:
	
你好，我叫戴安娜，是来自加利福尼亚州旧金山的 Tiktok 难民。我喜欢黑暗时尚、另类音乐和哥特式化妆！我希望在这里结识志趣相投的新朋友<3我也是拉丁裔，希望也能在这里找到我的朋友。有什么问题就问我吧！！
	
     ",https://www.xiaohongshu.com/user/profile/67849b4a000000000801b3e6?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvl4MK-V_nTVtBpwDIYthcy0=&xsec_source=pc_note,emo#tiktokrefugee#gothic#doll#tiktok#latina,diana,67849b4a000000000801b3e6,1494,75,1316,262,1/13/2025 19:28,6784f8f7000000001a01c5d6,U.S.,"https://sns-img-qc.xhscdn.com/1040g00831ckmkfstg8005ps4jd523cv64qkib28?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g00831cjhk7aq160g5ps4jd523cv6bq0pu38?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g00831cjhk7aq16105ps4jd523cv6m56a6bg?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831cjhk7aq161g5ps4jd523cv68hg71gg?imageView2/format/png",normal
tiktok refugee pls come in my way🫡, ,https://www.xiaohongshu.com/user/profile/5d32f04e00000000160101bd?xsec_token=ABVS_LAJhq9lky-NmXMAFIfpjS3ojbAoeQGPg4ZKe8Grg=&xsec_source=pc_note,Fyp#seaside#boba#07,Chr1sty🥐,5d32f04e00000000160101bd,1473,66,212,12,1/14/2025 15:36,678614180000000001000521,U.S.,https://sns-img-hw.xhscdn.com/1040g00831ckk68n10k005n9iu175i0dtc730k0g?imageView2/format/png,video
TikTok Refugee,"From the Midwest - Books, Dogs, Mom life 🥰    ",https://www.xiaohongshu.com/user/profile/678474a0000000000803c427?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvq1Qnu1mLc9KFoPBaCElLBQ=&xsec_source=pc_note,tiktok#tiktokrefugee#snow#dog,Alyssa Riesenbeck,678474a0000000000803c427,1461,19,845,16,1/13/2025 10:11,67847667000000002002df49,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31cj1map608005ps4eig27h17mu0krq8?imageView2/format/png,video
真正的tiktok refugee在这😂,"在这里大家都人心惶惶[哭惹R] 不过还是很尽职地在做接下来半年的roadmap[笑哭R] 要是可以换个app这么简单就好了！
	
希望可以度过这一劫吧！
	
所以还有其他tiktok refugee吗[蹲后续H]
  ",https://www.xiaohongshu.com/user/profile/5a883f3b11be101e3ccf9a0b?xsec_token=ABU5mjZ2r7OadpyvoZF8mDKRZbp7Go4gRCv_Bk4xkENJw=&xsec_source=pc_note,tiktok#tiktok难民#Are you also a tiktok refugee?,Andy（美国版）,5a883f3b11be101e3ccf9a0b,1413,94,356,341,1/14/2025 10:35,6785cd6d0000000019035676,U.S.,https://sns-img-qn.xhscdn.com/1040g3k031ckberse10004a1ie7vjn6gbrb862o0?imageView2/format/png,normal
Tiktok Ban! Hello Refugees!,"""We're not gonna take it!"" 🗣    ",https://www.xiaohongshu.com/user/profile/678431c8000000000601258f?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvvFOTtw2Pk4aLMbmp9BZCfw=&xsec_source=pc_note,catholic#christian#rosary#tiktok#ban,Sword of God Jewelry,678431c8000000000601258f,1406,41,419,10,1/13/2025 13:12,6784a0b3000000001a037b44,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cj6rh700mdg5ps46741i9cfi9uhl50?imageView2/format/png,video
"I’m flattered. Shocked, but flattered","I just woke up, and this is what i see. Anyway, Im about to drop some Baldurs Gate 3 edits soon. A nice person told me what the chinese tag was for it so i’ve looking at them.       ",https://www.xiaohongshu.com/user/profile/678404fb000000000803c2e0?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvr9ozFLXKvCeDt6_k3OQ4Ek=&xsec_source=pc_note,TiktokRefugee#Tiktok#tiktokrefugee#Englishcontent#ThankYouForYourSupport#America#American,TiktokRefugee,678404fb000000000803c2e0,1349,40,306,14,1/13/2025 23:45,67853529000000000b015460,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cjovfg712005ps40jti7gn0b91sasg?imageView2/format/png,video
TikTok Refugees,Hello my fellow Americans…,https://www.xiaohongshu.com/user/profile/6784a7a1000000000801edfe?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWviXrGasfP1Z_aeYV3rHFJMg=&xsec_source=pc_note,,Golden ✨Mirror ✨ Meg,6784a7a1000000000801edfe,1280,47,702,19,1/13/2025 14:07,6784adbf000000000b0225dd,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cj8d0a3gk005ps4kugi3rfurr7pa1o?imageView2/format/png,video
hiiii!🇺🇸🇲🇽🇨🇳tiktok refugee😭,"大家好我是Aimar 你可以叫我阿咪 我是来自  我去过北大 🏫 我想中国的好吃的了 小红书上大家也很好看 有没有人收留我这个难民 我会英语西班牙语和一点点🤏中文
	
hii everyone, long meant to post on here but with tt ban so close, i’m finally motivated to post🙈 socurious to meet more people and learn from everyone :D 🌈
	
 ",https://www.xiaohongshu.com/user/profile/60c4ea0500000000010057ec?xsec_token=ABq_6vH8jR1dk3Ah46WCv87RtsYyJegROKfh7J1TGUqEY=&xsec_source=pc_note,tiktok难民#tiktok#外国人,aimar,60c4ea0500000000010057ec,1264,51,963,160,1/13/2025 17:02,6784d6910000000020020e4d,U.S.,"https://sns-img-qn.xhscdn.com/1040g2sg31cjddtjb12005o64t82g8lvcmkgogro?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31cjddtjb120g5o64t82g8lvc0r0rid0?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g2sg31cjddtjb12105o64t82g8lvcb98ipro?imageView2/format/png",normal
,tiktok refugee here (⁠ ⁠◜⁠‿⁠◝⁠ ⁠)⁠♡     ,https://www.xiaohongshu.com/user/profile/67853218000000000801a950?xsec_token=AB3M3QnLppS6k151qc2K92lyFTKb7L70M_S3PX3KtHIV4=&xsec_source=pc_note,tiktok#tiktok难民#anime#动画#pjsk,小红薯6785C24D,67853218000000000801a950,1247,48,366,7,1/14/2025 6:31,67859444000000000b036a53,U.S.,https://sns-img-qc.xhscdn.com/1040g00831ck4i2ghge6g5ps568c23aag9gr1oe8?imageView2/format/png,normal
,#美国[话题]# #西方生活[话题]# #TikTok难民[话题]# #我们[话题]# #衣服[话题]# #每日视频博客[话题]#,https://www.xiaohongshu.com/user/profile/6786a83a000000000801c8e9?xsec_token=AB_Oexc6qO-B6zU_v6b_35l41E7i7fEGZwrR4NfAJGEcE=&xsec_source=pc_note,美国#西方生活#TikTok难民#我们#衣服#每日视频博客,Charlie,6786a83a000000000801c8e9,1172,15,426,1,2/17/2025 5:58,67b25f8d0000000029011e14,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31dvscqgdgu705ps6l0t23i79fh61gig?imageView2/format/png,video
TikTok 难民问答 ✨,#美国人[话题]# #aboutme[话题]# #关于我[话题]# #问答[话题]#,https://www.xiaohongshu.com/user/profile/6783e106000000000801f7b8?xsec_token=AB5i0jIjncxlDiOGhm54UYXrzEoPSMGWbztygFcpjv4os=&xsec_source=pc_note,美国人#aboutme#关于我#问答,kirstenoboe,6783e106000000000801f7b8,1062,43,102,15,2/1/2025 15:51,679dd27e000000001800790f,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31dbmrf2a0u805ps3s4323ttogo4mpg8?imageView2/format/png,video
New to the app 🥲 TikTok refugee,   refugees unite 😭🙏,https://www.xiaohongshu.com/user/profile/6785da80000000000803d0ac?xsec_token=AB3M3QnLppS6k151qc2K92l4ob2dOeHiTw6Pd4k5pySzs=&xsec_source=pc_note,Tiktok#refugee#fyp,GraceNoelleu,6785da80000000000803d0ac,987,53,370,7,1/14/2025 13:51,6785fb56000000001703d687,U.S.,https://sns-img-qn.xhscdn.com/1040g00831ckgiuqr0s0g5ps5ra027k5c5mth4p8?imageView2/format/png,video
我可以以外国创作者的身份进行直播吗？,﻿#american[话题]#﻿ ﻿#tiktokrefugee[话题]#﻿ ﻿#minivlog[话题]#﻿ ﻿#livestream[话题]#﻿ ﻿#dailyvlog[话题]#﻿,https://www.xiaohongshu.com/user/profile/6785421f0000000008019b41?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-9zUzMMBIrT63_KuMe7hHUQ=&xsec_source=pc_note,american#tiktokrefugee#minivlog#livestream#dailyvlog,Christa 克里斯塔,6785421f0000000008019b41,977,44,164,1,2/28/2025 8:01,67be266b000000002a002fab,U.S.,https://sns-img-qc.xhscdn.com/spectrum/1040g34o31ebi01ba0c0g5ps588fi36q1darhrn8?imageView2/format/png,video
我的脚趾卷曲,"当你学会了一些短语，但你仍然不好意思开口.
	
#tiktokrefugee[话题]# #下雪天[话题]# #令人尴尬的[话题]# #有趣的[话题]# #冷死了[话题]# #社会性死亡[话题]# #学习中文[话题]# #聊天尴尬[话题]#",https://www.xiaohongshu.com/user/profile/6786b20f000000000801e33e?xsec_token=AB_Oexc6qO-B6zU_v6b_35l6hrdG-VNFrydmnsRGFW6yw=&xsec_source=pc_note,tiktokrefugee#下雪天#令人尴尬的#有趣的#冷死了#社会性死亡#学习中文#聊天尴尬,拨号哥（Tony Oswald）,6786b20f000000000801e33e,937,3,220,8,2/21/2025 7:48,67b7bf48000000000900fdd4,U.S.,https://sns-img-qc.xhscdn.com/1040g00831e54aurt0u005ps6m87i3opusrtjvu0?imageView2/format/png,video
,"Hello, I am Anna from the United States. I would like a Chinese name. Can you help me come up with one?##newfriends #internationalfriends[话题]# #friends[话题]# americans #tiktokrefugees[话题]# #learning[话题]# #internationalfriends[话题]# #newfriends[话题]#",https://www.xiaohongshu.com/user/profile/6474a351000000001001d04c?xsec_token=ABombiNU1oV3KkKRtr0ZxvPQAoM3uhcTTw3epFoDyi_Mw=&xsec_source=pc_note,internationalfriends#friends#tiktokrefugees#learning#newfriends,Anna,6474a351000000001001d04c,916,57,69,1,2/24/2025 11:57,67bbee1a000000002900f709,U.S.,https://sns-img-qc.xhscdn.com/1040g00831e9710jf166g5p3kkd8k3k2cj1t4mig?imageView2/format/png,video
tik tok refugee moment,hiiiiiii :3,https://www.xiaohongshu.com/user/profile/67846bb2000000000801d9bb?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWviyFu6Vk0K55_edGyBThJ-Y=&xsec_source=pc_note,,devah down,67846bb2000000000801d9bb,897,75,313,16,1/13/2025 10:31,67847b1a000000000b023296,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31cj0qrilgm7g5ps4dep23mdr7l43p78?imageView2/format/png,video
,"Hello guys
I’m not a TikTok refugee
But!!!
You can see see my 修狗勾",https://www.xiaohongshu.com/user/profile/5b603461f7e8b90936b7165d?xsec_token=ABTfGkI9EUsHjYu_wIUfkgoGlFD9McgnEvyP1kGKp8ptw=&xsec_source=pc_note,tiktok,Lil turbo,5b603461f7e8b90936b7165d,765,8,246,5,1/13/2025 17:39,6784df42000000002002b02a,U.S.,"https://sns-img-qn.xhscdn.com/1040g2sg31cjefrdo08004a7ngjq625ito9g2hr0?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g2sg31cjefrdo080g4a7ngjq625itf6k21gg?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g2sg31cjefrdo08104a7ngjq625it6d3r00g?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g2sg31cjefrdo081g4a7ngjq625itp1tgd6o?imageView2/format/png",normal
TikTok refugee," TikTok refugee looking to expand my world
through this app! Looking for other Americans and to
make new friends here in China! 🫶🏽✌🏽💫🛸👽",https://www.xiaohongshu.com/user/profile/67845573000000000803f5f7?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvhiZpIso7kr_-pSqwMZvIwA=&xsec_source=pc_note,tiktokBan,Snackbetch85,67845573000000000803f5f7,742,27,566,63,1/13/2025 10:04,6784749e000000002001fc03,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cj1f94jgs005ps4alpi7tfnkqa6phg?imageView2/format/png,video
为迎接TT Refugee的到来 给小红书一点建议,"这两天tiktok上老美都很伤心tt要没了
虽然洋抖在老外能用的social app里已经算top 1了
但我还是想说xhs要好用一万倍
所以我们要用最大的热情来欢迎国际友人来到这个平台上
为了更好地迎接tt refugee们 我建议xhs学习ig开启内容（帖子、评论、私信）翻译功能 视频也一定要加上翻译功能（ig story可以翻译caption 但是翻得跟🐶💩一样）
	
有没有什么更好的建议jrm
	
To TT refugees from anywhere in the world — Rednote is an inclusive, incredible, and less biased platform where you’ll be absolutely welcome!
    ",https://www.xiaohongshu.com/user/profile/6039c8440000000001009057?xsec_token=ABw2X8W3MzgXTD_fv43JmdNNGfGPhFfLHpcZnShjz7fqo=&xsec_source=pc_note,tiktokrefugee#tiktokrefugees#ttrefugee#tiktokban#洋抖关闭,momo,6039c8440000000001009057,732,95,650,202,1/13/2025 9:26,67846bae000000001a011353,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cj0cdrmh6005o1pp120942npbe6la0?imageView2/format/png,normal
More of Bernie,"I'm a little slow in posting clips of this speech,but better late than never [再见R] #resist[话题]# #bernie[话题]# #usa[话题]# #ttrefugee抖音难民[话题]#",https://www.xiaohongshu.com/user/profile/6789c29a000000000e01d945?xsec_token=ABBgIttNuRUCCwLxwFeLmOvPRNWIWeMLvo1p2V6a3b3lg=&xsec_source=pc_note,resist#bernie#usa#ttrefugee抖音难民,ValentiiRose,6789c29a000000000e01d945,710,72,29,0,2/27/2025 1:38,67bf518b000000000603d41b,U.S.,https://sns-img-bd.xhscdn.com/1040g00831ecgt131gs5g5ps9oad3jma56u0qk60?imageView2/format/png,video
,按照中国的审美标准我是什么样子的？另外，请记住我是未成年人，所以不要发表奇怪的评论 [汗颜R]#tiktok_refugee[话题]# #america[话题]#,https://www.xiaohongshu.com/user/profile/678c8265000000000e012994?xsec_token=ABNVSihtb4v_cuoBBHzz7KNHxZTmAz_ryFDNhnH2x3Rl0=&xsec_source=pc_note,tiktok_refugee#america,Radiohead,678c8265000000000e012994,694,26,1620,14,2/3/2025 9:19,67a01992000000001801056a,U.S.,"https://sns-img-qn.xhscdn.com/1040g2sg31de1bkal0k705pscg9ijiack4paeqlg?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g2sg31de1bkal0k7g5pscg9ijiack8aicro0?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31de1bkal0k805pscg9ijiack8m8cnv0?imageView2/format/png",normal
,小介绍！试图舒适地发帖. A small introduction to me. Trying to feel more comfortable posting! #抖音难民[话题]# #tiktokrefugee[话题]#,https://www.xiaohongshu.com/user/profile/67855ffc000000000803fa45?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-zsohKDSU1zAdAoZE2JM_nE=&xsec_source=pc_note,抖音难民#tiktokrefugee,rebecca,67855ffc000000000803fa45,693,30,186,0,2/8/2025 9:21,67a6b1840000000018019eb3,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31dkfcmf4h0705ps5bvu27ui5t3ibmbo?imageView2/format/png,video
Were they narcissistic or autistic?,#tiktokrefugees[话题]# #autism[话题]# #autism随笔[话题]# #adhd[话题]# #adhd症状[话题]# #narcissistic[话题]# #abusiveparents[话题]# #abuse[话题]# #american_content[话题]# #parenting[话题]#,https://www.xiaohongshu.com/user/profile/67886786000000000803f703?xsec_token=AB8rX7GeTxbwfmeNASkiatp3UFJuQ-Z_ITD6AQMTSGhGk=&xsec_source=pc_note,tiktokrefugees#autism#autism随笔#adhd#adhd症状#narcissistic#abusiveparents#abuse#american_content#parenting,Rebecca Armstead,67886786000000000803f703,677,160,241,46,2/8/2025 9:44,67a6b710000000002900995f,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31dkfugl0gedg5ps8cu327to3gvn3u40?imageView2/format/png,video
Tiktok Refugee,"My TikTok account was banned. I’m a model and actor, and I’ll be sharing my photos and life here. I love China deeply. Please follow me and give me hope!   ",https://www.xiaohongshu.com/user/profile/611e4487000000000100527b?xsec_token=ABUMGSnYjNjB7r2W3tE_2QmbGiYxXKALKHHhpT84cCob4=&xsec_source=pc_note,tiktok#tiktokrefugee#ins,Novala,611e4487000000000100527b,617,39,200,16,1/13/2025 15:12,6784bcc80000000020025f44,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cj9ccos10105pkm4iijulqi29tq1e0?imageView2/format/png,video
TikTok Refugee 🇲🇽🇺🇸,Hellooooo coming in from Tejas 📍,https://www.xiaohongshu.com/user/profile/67845512000000000801dbb4?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvgUjZNPqMifOWUqN1fVnNrs=&xsec_source=pc_note,tiktokban,UGENA,67845512000000000801dbb4,594,10,316,7,1/13/2025 8:49,67846306000000000900d9cc,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31civak6b0s705ps4ak923mtkace7i8o?imageView2/format/png,video
,"Hi hi im a latina tiktok refugee.[kissR]🇵🇷🇺🇸
Sharing some love [偷笑R][飞吻R][害羞R]
Bad Bunny - Baile Inolvidable
	
    
  ",https://www.xiaohongshu.com/user/profile/6784b758000000000803df11?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvnks1qtT6MrkS8Du1IwR0Lk=&xsec_source=pc_note,puertorico#latinos#badbunny#salsa#latindance#tiktokrefugee#latinas#debitirarmasfotos,boricuamamii,6784b758000000000803df11,551,42,100,20,1/13/2025 18:09,6784e6620000000001009d9e,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cjfb7rth0705ps4mtc27noh38r0d00?imageView2/format/png,video
Hello! Here from Tik Tok,Tik tok refugee here! Hiii ,https://www.xiaohongshu.com/user/profile/6784ee91000000000801a89f?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvjqsyf-A1ciwSVMJhi9sg9o=&xsec_source=pc_note,tiktok短视频fa,Capri Sun,6784ee91000000000801a89f,517,23,439,58,1/13/2025 18:56,6784f15c000000001a01ed53,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31cjgmjlg08005ps4tq8i3a4vo2qdic8?imageView2/format/png,normal
TikTok ban,"Checking things out, thank you so much for having us 🙏🏼 ",https://www.xiaohongshu.com/user/profile/678341db000000000801b1ee?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmagdeX4NoPHnSg155IaB32k=&xsec_source=pc_note,tiktokrefugee,尼科尔,678341db000000000801b1ee,502,8,225,8,1/13/2025 9:12,67846871000000001703f783,U.S.,https://sns-img-qc.xhscdn.com/1040g00831civd67jgu0g5ps387di3cfegpu8me0?imageView2/format/png,video
,soo. how long until we stop being refugees and start being citizens 🤔  #tiktokrefugee[话题]#,https://www.xiaohongshu.com/user/profile/67887319000000000801d76d?xsec_token=AB8rX7GeTxbwfmeNASkiatpz80ToUm8g9_Os30yzM3dtg=&xsec_source=pc_note,tiktokrefugee,Bryan Coello,67887319000000000801d76d,490,36,240,3,2/24/2025 16:52,67bc335f000000002803d2fe,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31e9fgfuvgc6g5ps8ecci3lrd1cfd1mg?imageView2/format/png,normal
,"Hi Tiktok refugee here! Can I see cute pictures of your pets please? 🙏🏽[doge]
嗨，抖音难民在这里！我可以看一下你的宠物的可爱照片吗？🙏🏽[doge]
	
  ",https://www.xiaohongshu.com/user/profile/6783fa4e000000000803eca0?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmSbRD-2qogQiZspyVHZePNU=&xsec_source=pc_note,fyp#tiktok#tiktokrefugee,Nessa_Lae,6783fa4e000000000803eca0,476,16,1547,22,1/13/2025 22:13,67851f97000000000900d66a,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cjmb75ggk705ps3v9727r50445456g?imageView2/format/png,normal
xhs 会收养哟吗？我不想离开,#tiktokrefugee[话题]# #抖音难民[话题]#,https://www.xiaohongshu.com/user/profile/67a5d819000000000d00a42c?xsec_token=ABBSkqDLxz6fYF_dbTSJQK2eVkvejoLuLttQazX6aKwtU=&xsec_source=pc_note,tiktokrefugee#抖音难民,CESC SANSALVADO,67a5d819000000000d00a42c,473,12,53,3,2/16/2025 15:59,67b19aca00000000180182bd,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31dv4cd110m705pt5r0cj991csgnv4rg?imageView2/format/png,video
Another TikTok refugee,"Hello, I'm an American tiktok refugee! I'm happy to be here as long as we're welcome and I'm excited to meet new friends! I don't speak Mandarin so I'm using a translator, but I look forward to learning :)
你好，我是美国抖音难民！只要我们受欢迎，我很乐意来到这里，我很高兴认识新朋友！
我不会说普通话，所以我用的是翻译器，但我期待学习
   ",https://www.xiaohongshu.com/user/profile/67849996000000000803f1d8?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvj4KB_iTKtjpoIsW_4Suh-o=&xsec_source=pc_note,american#tiktokrefugee#tiktok,masonxrae,67849996000000000803f1d8,442,9,652,42,1/13/2025 23:53,678536e90000000001001317,U.S.,https://sns-img-bd.xhscdn.com/1040g3k031cjo9l04gs105ps4j6b27seoj6effu8?imageView2/format/png,normal
TikTok refugee,American from tiktok 👋🏼. I live in California with my wiener dog ‘Ryder’. I only know english and a little 🤏🏼 bit of spanish 😆. But I’m happy to be here 🥰    ,https://www.xiaohongshu.com/user/profile/67847564000000000801bc84?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvnsNVQ6T_UIoW2nxGuJKh7U=&xsec_source=pc_note,fyp乡#tiktok首发#refugees#hello,小红薯6785E051,67847564000000000801bc84,421,4,268,5,1/13/2025 14:41,6784b5ae000000001800c2db,U.S.,"https://sns-img-qn.xhscdn.com/1040g00831cj9de4bh0005ps4eli23f44f0tk82g?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g00831cj9de4bh00g5ps4eli23f44ev692r8?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g00831cj9de4bh0105ps4eli23f44fflb3sg?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g00831cj9de4bh01g5ps4eli23f44hrsrg1o?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g00831cj9de4bh0205ps4eli23f44bcu240g?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g00831cj9de4bh02g5ps4eli23f44oq672bo?imageView2/format/png",normal
"TikTok refugee here, please accept me 💔",        ,https://www.xiaohongshu.com/user/profile/67834bf4000000000803d021?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmeveBZluKE3vMWdBpuT9xAo=&xsec_source=pc_note,Fashion#tiktokrefugee#traveler#friends舞蹈#fyp#viral#hobbies绘本融合#american#somali,Muna 穆纳,67834bf4000000000803d021,420,6,177,17,1/12/2025 13:04,67834d4b000000002001c8ba,U.S.,https://sns-img-qn.xhscdn.com/1040g00831chtdnbv0m005ps39fq27k118gc7n9o?imageView2/format/png,video
I am a tiktok refugee,"Currently coping with humor
",https://www.xiaohongshu.com/user/profile/6783aa62000000000801e26e?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmbrrxOB0SGIMVLIA1KooVCU=&xsec_source=pc_note,tiktokrefugee,MorallyGrey,6783aa62000000000801e26e,418,31,37,8,1/13/2025 21:56,67851b71000000000b035763,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31cjlr0e70e005ps3l9h23ojevvp9fv8?imageView2/format/png,video
美国女生ootd,"daily fit check
#tiktokrefugee[话题]##Tiktokrefugee[话题]# #tiktok[话题]# #t穿搭[话题]# #外国人[话题]##健身[话题]##美女[话题]##舞蹈[话题]##美国[话题]#",https://www.xiaohongshu.com/user/profile/678deae1000000000e01e4be?xsec_token=ABZHf8sNisOKzF4DeA9dGXXiP9yrk_YlfzyyQpm4CWbhU=&xsec_source=pc_note,tiktokrefugee#Tiktokrefugee#tiktok#t穿搭#外国人#健身#美女#舞蹈#美国,ema_bb0,678deae1000000000e01e4be,416,38,30,5,2/17/2025 15:02,67b2deef0000000029008549,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31dv4m3th127g5psdtbgjjp5uen0hhn8?imageView2/format/png,video
,Tiktok Refugee Rollcall! I'm a permanent resident now. How many of us are calling RedNote home?,https://www.xiaohongshu.com/user/profile/6785c340000000000801fc66?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-6xsf2Cu3DCqtBBtfqPFayY=&xsec_source=pc_note,,LanieKelly,6785c340000000000801fc66,409,19,149,1,2/6/2025 11:15,67a42967000000002900f6ba,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31di09h800mdg5ps5od023v365f8np60?imageView2/format/png,normal
,   ,https://www.xiaohongshu.com/user/profile/5a38d001e8ac2b03a8b0ede8?xsec_token=ABymOXtGagkp1yTl16lqGuy6JYsBHsduc949dCsbIsn6g=&xsec_source=pc_note,sadfrenchfriescat#tiktok_refugee#tiktokdance#tiktokban,伤心薯条猫-已婚俩娃,5a38d001e8ac2b03a8b0ede8,406,26,29,4,1/12/2025 13:06,67834de6000000000100ae64,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cjke10p0k704a0caj803rf86uke660?imageView2/format/png,video
,Hello new Chinese friends and American TikTok refugee friends lol     ,https://www.xiaohongshu.com/user/profile/6783f09a000000000803dd03?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmaNycYGhnbjfW8KBFTA56PE=&xsec_source=pc_note,tiktok#tiktokrefugee#tiktokban#america#vlog,meryl,6783f09a000000000803dd03,391,18,189,6,1/13/2025 11:59,67848fa0000000001800eedb,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cj4or6a0m705ps3u2d27n83utn4tc0?imageView2/format/png,video
Tiktok refugees unite,Free palestine ,https://www.xiaohongshu.com/user/profile/6784b78800000000080183a2?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvibAis20eYD8xVXQdNke8Vs=&xsec_source=pc_note,tiktokrefugee,Maddison Jones,6784b78800000000080183a2,390,26,65,1,1/13/2025 14:57,6784b94d000000001703b470,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cj9o74jh07g5ps4mu4230t2js3tid0?imageView2/format/png,video
Tiktok refugee,heyyyy rednote im here to give yall all my data & personal info 🥰🥰   ,https://www.xiaohongshu.com/user/profile/67850a61000000000803c92c?xsec_token=AB3M3QnLppS6k151qc2K92l-37rcpe8op09fOlJ8_uOLI=&xsec_source=pc_note,refugee#tiktok#american,heyimjaz,67850a61000000000803c92c,364,8,424,51,1/13/2025 21:01,67850ebf000000001a0362bc,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cjk9d87gm705ps519gi7i9cpkcmu0o?imageView2/format/png,normal
TikTok Refugee,Looking for others to follow ,https://www.xiaohongshu.com/user/profile/6784561d000000000801ebbe?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvoL5jCsM7-HRLuJiZhbfQ6w=&xsec_source=pc_note,firstpost,Joshua,6784561d000000000801ebbe,353,15,101,14,1/13/2025 18:57,6784f186000000002001fdba,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cjgn89eh6005ps4aoei3qtuvhcl4a0?imageView2/format/png,normal
